solution_id,solution_short_name,solution_short_desc,submission_languages,ecosystem_restoration_verification,alternative_credit_scoring,generative_grant_proposal_writing,predictive_infrastructure_maintenance,multilingual_advisory_chatbots,pest_disease_outbreak_prediction,renewable_grid_load_balancing,hyper_local_weather_hazard_forecasting,precision_agriculture_advisory,infrastructure_integrity_monitoring,automated_impact_reporting_viz,groundwater_resource_forecasting,scalability_replication_modeling,long_term_climate_suitability_modeling,automated_land_use_cover_change_detection,digital_mrv_measurement_reporting_verif,personalized_behavioral_nudging,adaptive_learning_training_platforms,vulnerability_equity_targeting,supply_chain_logistics_optimization,voice_first_community_sentiment_analysis,stakeholder_donor_matching,knowledge_synthesis_retrieval,biodiversity_bio_acoustics_id
95,Instituto Agron√¥mico de Pernambuco - IPA,,,0.059936144,0.04127423,0.037326864,0.048983365,0.077340976,0.076738192,0.076956285,0.089408731,0.117559018,0.117995201,0.092667887,0.10305676,0.092708531,0.125503932,0.133445791,0.111901271,0.118904402,0.118080036,0.137119676,0.134861366,0.129890671,0.160550208,0.167583925,0.138030282
629,"Instituto Nacional de Investigaciones Forestales, Agr√≠colas y Pecuarias",,,0.063452846,0.047926989,0.037762217,0.056682015,0.060426498,0.093946879,0.078401361,0.095779564,0.118449465,0.145142258,0.111025349,0.107221193,0.083739443,0.114226737,0.136948507,0.115194214,0.103220789,0.124342523,0.138494362,0.131024699,0.141610977,0.170684395,0.1375905,0.159495329
840,Nikimu Water Conservation and Fish farming Project (NWCFP),,,0.049571893,0.05073406,0.033223515,0.057000472,0.064349233,0.068142706,0.076526566,0.111186793,0.118381861,0.113132892,0.1053806,0.11071441,0.120443377,0.129208544,0.114137856,0.128061853,0.096434228,0.093932244,0.139008085,0.141491043,0.122157121,0.142726129,0.161669008,0.15423537
181,Back ART Foundation,,,0.068077221,0.041414957,0.054620455,0.048751097,0.068957974,0.064560146,0.067586288,0.107161955,0.10381401,0.119951809,0.103038532,0.078795984,0.107130738,0.166582674,0.109320075,0.12670937,0.105096016,0.109924673,0.12833652,0.129036681,0.135332468,0.173357784,0.166132284,0.150135097
624,"Portlight Strategies, Inc.",,,0.053649369,0.054436231,0.052289449,0.050501284,0.072259639,0.066106143,0.092115851,0.115517372,0.106779843,0.099127132,0.091412909,0.073757135,0.09941312,0.094258618,0.109408304,0.131088616,0.105167488,0.134426286,0.160778257,0.147737239,0.181455925,0.153191753,0.143531442,0.140808348
607,AirLink,,,0.051904713,0.042319006,0.05886431,0.05212167,0.074585927,0.067966986,0.08510765,0.113740321,0.095997738,0.131968802,0.09296673,0.076202061,0.108317703,0.101095136,0.132353782,0.107398872,0.094192535,0.117448531,0.148296281,0.129147332,0.143696881,0.149118412,0.160350855,0.148545904
623,The Working World WORCs Program and Rockaway Wildfire,,,0.058919813,0.038330017,0.054503763,0.064072439,0.069855224,0.063111109,0.083527391,0.134248067,0.096695108,0.105491339,0.100141823,0.088817524,0.086973157,0.131888455,0.116075059,0.132959809,0.111639032,0.119152848,0.15811842,0.146257621,0.159705655,0.141625163,0.19921891,0.144772712
821,Mahonia Na Dari (Guardian of the Sea) Research and Conservation Centre (MND),,,0.068987895,0.049110064,0.0557634,0.064569637,0.057408877,0.058888037,0.066674069,0.109461267,0.086702763,0.093565212,0.097583796,0.082503414,0.087651503,0.116956944,0.132003935,0.115392519,0.105892531,0.115531284,0.129677537,0.140158838,0.149636781,0.140039962,0.163215754,0.143901338
1077,Association for Community Awareness,,,0.069226092,0.036331854,0.039119372,0.054380887,0.06664235,0.055470138,0.072055115,0.110084232,0.085687405,0.102763115,0.109090747,0.082698411,0.085392631,0.117114583,0.117002864,0.134427654,0.107281483,0.124994784,0.13057053,0.153912133,0.14221869,0.135341167,0.157814132,0.163690614
634,"Billion Oyster Project, New York Harbor Foundation",,,0.072122717,0.038514474,0.041954544,0.05451938,0.064218709,0.059773467,0.068684058,0.110460184,0.085204101,0.105236741,0.085863743,0.0813009,0.082621104,0.120981727,0.103089655,0.114512087,0.114465268,0.119102324,0.139519164,0.123378406,0.123139616,0.136848444,0.168747609,0.145080448
625,The Flagstaff Watershed Protection Project,,,0.074234558,0.035684495,0.04822893,0.074321478,0.067655041,0.077383167,0.086316635,0.112645742,0.08613116,0.11421779,0.095933135,0.082886147,0.093635253,0.117091972,0.126697467,0.137003244,0.102723973,0.104747302,0.142865509,0.151110449,0.153190214,0.134486985,0.156729467,0.215942727
608,"Ecosystem Restoration Support Organization, Inc.",,,0.065021041,0.035519592,0.047878504,0.068088435,0.065190921,0.061929425,0.074916791,0.150109298,0.095651753,0.10085268,0.091847021,0.069697517,0.081842494,0.085634168,0.091082267,0.127727799,0.082061645,0.091169953,0.113043425,0.121447102,0.120723364,0.118062983,0.129468917,0.153945738
604,American Littoral Society ‚Äì Northeast Chapter,,,0.067861195,0.032190454,0.043032746,0.064383406,0.0629948,0.065298829,0.091366417,0.169527696,0.107860195,0.103497307,0.084735256,0.084331723,0.098943215,0.095779461,0.105993339,0.119945173,0.099001319,0.109719477,0.150746398,0.137972289,0.137133963,0.1348104,0.15506082,0.149919387
795,California State Coastal Conservancy,,,0.078172839,0.037149781,0.043795052,0.077664406,0.078935253,0.060077242,0.084263809,0.148547311,0.098035847,0.125787733,0.086898082,0.079916,0.093289952,0.126956161,0.114189579,0.13337535,0.101482302,0.107486395,0.139343921,0.153924466,0.142213845,0.137554154,0.139421466,0.156490536
601,UNO-CHART,,,0.059061959,0.035182145,0.044392416,0.042891947,0.070176817,0.067793887,0.073916795,0.166790423,0.102696448,0.11032557,0.092667853,0.080162203,0.086990902,0.095391374,0.098191374,0.103928347,0.097372221,0.152770994,0.141314714,0.133450638,0.148595561,0.152154781,0.144924546,0.134365328
838,Kigwa Future Centre,,,0.05254836,0.037820985,0.051470279,0.045371498,0.064410865,0.071335873,0.076269385,0.133099996,0.135944043,0.096867698,0.08128132,0.073451141,0.083543091,0.136234585,0.117841436,0.136195601,0.100792595,0.118947763,0.125262084,0.140982513,0.150411734,0.131806294,0.141277745,0.136399873
584,Norton County Emergency Management,,,0.058784223,0.046677533,0.04204989,0.081271118,0.09413815,0.102874355,0.098518715,0.153438888,0.100166043,0.126608938,0.097883087,0.090957294,0.090344893,0.107241125,0.120187276,0.122280237,0.114645793,0.139741231,0.147466085,0.155742135,0.15669614,0.154841349,0.149585988,0.139851701
572,Rebuild by Design/New York University Institute of Public Knowledge,,,0.061680644,0.055434428,0.058873128,0.077682834,0.071916153,0.077384732,0.102314143,0.147477883,0.1219882,0.130075091,0.113578864,0.101822337,0.096940407,0.104718485,0.11611456,0.124880821,0.119294756,0.127140687,0.193073666,0.159424176,0.150635068,0.162572379,0.182808319,0.148156075
799,Ecofinder Kenya,,,0.053955582,0.052919302,0.045188682,0.064717599,0.060501407,0.078716594,0.100086807,0.141204414,0.101292464,0.087804369,0.117475007,0.091165414,0.085487693,0.089055,0.12319185,0.122382397,0.123338732,0.134553445,0.168180453,0.152100711,0.166667496,0.135564262,0.152081587,0.140008432
602,"Sentinel Barriers, LLC",,,0.051886517,0.041092971,0.03896657,0.064753122,0.054226899,0.062700359,0.079985759,0.13982371,0.103607307,0.113300967,0.113280699,0.102628961,0.090647852,0.098784495,0.124764287,0.115779054,0.128686986,0.119315817,0.15367691,0.160151754,0.155549261,0.169963492,0.165821929,0.139648164
632,Make It Right,,,0.057779814,0.047796216,0.033790144,0.092634212,0.067352759,0.068405171,0.079969635,0.116413332,0.086532176,0.14955555,0.11131166,0.112299274,0.108694487,0.103464317,0.14027522,0.129670652,0.117154761,0.101105379,0.165698793,0.148334401,0.135064425,0.136091724,0.156118588,0.143821829
610,ReadyReef Inc,,,0.088834217,0.055110283,0.037400726,0.08727944,0.063405478,0.07444719,0.071944277,0.126286254,0.102336935,0.123074406,0.120408582,0.12186552,0.090185233,0.12332812,0.11874805,0.122214316,0.11934863,0.140131013,0.146812244,0.148196721,0.140789791,0.186927351,0.161815222,0.157182706
1031,Massachusetts Oyster Project,,,0.088348414,0.054923337,0.049147035,0.082275355,0.082591926,0.070630079,0.07483765,0.093801586,0.101570289,0.137562313,0.118922338,0.110745334,0.1098419,0.125094709,0.116378377,0.118442402,0.125553117,0.139832154,0.155110583,0.143257188,0.144913563,0.173672649,0.173580976,0.142480172
824,Tahila Group,,,0.062936096,0.059109203,0.051061998,0.103764901,0.059212878,0.059612576,0.05995094,0.113716653,0.113549173,0.111455341,0.129727439,0.097467135,0.078750607,0.130136429,0.125704228,0.137735808,0.113081614,0.144276039,0.145085426,0.156575972,0.135459519,0.170817906,0.163380943,0.207738054
124,Green Intiatives,,,0.050389365,0.055894686,0.044931609,0.080554231,0.055214762,0.064219581,0.066248205,0.08939199,0.072577581,0.092311794,0.147127455,0.104928714,0.073544342,0.101396788,0.126407221,0.147102903,0.115791324,0.115381121,0.12907137,0.129414772,0.135481444,0.1432595,0.160353548,0.138231402
53,An Taisce,,,0.051699576,0.046730738,0.03839699,0.069214143,0.057537361,0.042002143,0.064253147,0.089552342,0.054286215,0.086281963,0.094198808,0.082941813,0.074602646,0.127980372,0.125626037,0.132957735,0.119940646,0.095312119,0.122274456,0.120662016,0.138591789,0.127878401,0.165275042,0.132297685
151,Girls For Climate,,,0.058502017,0.035902474,0.038512385,0.055300118,0.054592897,0.054768384,0.097509785,0.078715174,0.07924176,0.0999834,0.102102084,0.106514589,0.069019337,0.125393091,0.126468514,0.141906758,0.167043884,0.127753161,0.127448517,0.128901983,0.130725618,0.163232569,0.151986133,0.130353412
593,Blackfoot Challenge,,,0.059857905,0.051515439,0.046989509,0.08346169,0.079224983,0.092934488,0.102179827,0.087921637,0.101056486,0.091900798,0.112506926,0.1492931,0.123779873,0.095679119,0.108632138,0.119575066,0.107113986,0.109988897,0.14595091,0.145606475,0.140951339,0.156463564,0.220866911,0.136675991
823,Fondes Amandes Community Reforestation Project,,,0.051260246,0.040037952,0.057845866,0.070588969,0.07298765,0.074933349,0.104530442,0.109919456,0.103245596,0.136253572,0.094075463,0.174074604,0.109532945,0.124012752,0.126706191,0.153489798,0.104232927,0.133259127,0.149130841,0.158425108,0.163806075,0.14951588,0.168630939,0.181538626
626,Sky Island Alliance,,,0.080665687,0.045798288,0.064424488,0.086716133,0.092005931,0.099984188,0.095873435,0.118416118,0.122786685,0.114154673,0.086759712,0.121955049,0.12670022,0.11528936,0.112455144,0.154722372,0.107457685,0.100030137,0.167453952,0.167918225,0.144246564,0.153776714,0.159107081,0.196490921
770,CRADES (Comit√Ø de R√Øflexion et d?Actions pour le D√Øveloppement et Environnement de la Sambirano),,,0.063423323,0.047607273,0.051327077,0.116500633,0.076479665,0.082578049,0.090446041,0.116048616,0.113194391,0.101573254,0.112712471,0.147456003,0.103205035,0.101558137,0.118833471,0.127750483,0.108855417,0.101094011,0.166637003,0.191583668,0.139604849,0.156991948,0.166611657,0.23608107
69,Fazenda Malabar,,,0.061579584,0.082506517,0.050076364,0.070037768,0.091887118,0.148372018,0.098078024,0.104505676,0.153457141,0.094978526,0.103695324,0.090717827,0.116243994,0.114028479,0.114452636,0.160466116,0.152769359,0.123655596,0.157970209,0.183750456,0.157992778,0.149072229,0.16677919,0.181709323
302,Reliance Foundation,,,0.057604074,0.064698885,0.043722881,0.092069537,0.080440244,0.124222987,0.094155784,0.121031664,0.166564523,0.093792231,0.129274515,0.115704477,0.099689304,0.122173111,0.140795278,0.158808059,0.115170787,0.110565232,0.20244643,0.170405213,0.158667807,0.158287567,0.18908619,0.185374389
836,RAIZ DE FONDO JARDINES Y EDUCACION A.C.,,,0.048588707,0.053944904,0.057829692,0.086820289,0.071083532,0.106082183,0.082998601,0.124171085,0.120181173,0.081457001,0.125234709,0.1103302,0.098329457,0.110052003,0.127581814,0.152260294,0.129341955,0.110842403,0.134597576,0.151141107,0.154715046,0.15122187,0.14838099,0.165106726
329,PANGEA SYSTEMS: Biodumbrava farm,,,0.06367831,0.062070454,0.056419249,0.07745758,0.133285926,0.082845717,0.092008288,0.096842246,0.114646518,0.116088003,0.124199503,0.103226256,0.104758601,0.152243902,0.123909341,0.148950296,0.121443934,0.129478275,0.151054882,0.154711563,0.153702439,0.179785064,0.189615168,0.155951042
65,The Cool Planet Experience,,,0.067440915,0.050621846,0.064770019,0.079154032,0.088254333,0.077493495,0.090699496,0.104351535,0.104650734,0.089906216,0.105870665,0.094071442,0.109908838,0.124183774,0.122591739,0.167278779,0.138104268,0.13124431,0.165142817,0.174009117,0.162692103,0.17094794,0.188630219,0.146858889
575,Evacuteer.org,,,0.056102876,0.047440965,0.055623068,0.09180465,0.090860417,0.076229178,0.092131551,0.119364378,0.111879615,0.112101059,0.112056446,0.09305085,0.098953183,0.117899441,0.120471046,0.159167673,0.13336438,0.120703443,0.169028008,0.170874423,0.161091799,0.148300816,0.174922308,0.179352179
217,Canteiros Coletivos,,,0.056780544,0.050231349,0.047256796,0.081454198,0.094878626,0.07719311,0.101998847,0.108944963,0.111872605,0.123559306,0.098486632,0.099222571,0.110103275,0.128392591,0.136632107,0.154663965,0.139629555,0.107777588,0.168933537,0.164791184,0.158721801,0.162986902,0.19282999,0.159769048
359,Posada Mirolindo,,,0.07385662,0.053869957,0.049987267,0.083092874,0.10023177,0.088679152,0.090291058,0.096477263,0.123349981,0.130971846,0.101551494,0.100147129,0.119116121,0.132927295,0.133319273,0.134049603,0.126702154,0.132243247,0.166809429,0.153963743,0.170906904,0.178379349,0.183174977,0.170350625
159,Akatu Institute,,,0.067691885,0.051111368,0.051544651,0.070673066,0.09129815,0.081676965,0.08441685,0.100646481,0.100750727,0.139455954,0.11775025,0.10377186,0.104539088,0.131483752,0.137425711,0.145809449,0.148880082,0.137062484,0.161710598,0.154700892,0.160516591,0.184881998,0.203917211,0.163190413
189,Akatu Institute,,,0.063256684,0.054329975,0.053146206,0.081243822,0.092494465,0.073747092,0.076203231,0.109632809,0.095873353,0.125846687,0.123917628,0.097919712,0.097945917,0.12395188,0.141897814,0.169980605,0.163742602,0.120553498,0.162382255,0.170285182,0.154055682,0.164363257,0.199004241,0.173356304
142,RASAI,,,0.056822898,0.068592872,0.054364452,0.07385813,0.092094135,0.068007901,0.094128681,0.100639393,0.095886112,0.09889257,0.120882292,0.094052619,0.102780414,0.113912121,0.142942158,0.149230577,0.154939629,0.12428933,0.15936054,0.154663219,0.159509501,0.173546129,0.200727099,0.150678189
184,Green Initiatives,,,0.059171887,0.069578794,0.053043312,0.087120992,0.083802916,0.08244145,0.085562082,0.101436429,0.087668897,0.114499448,0.13152819,0.120807904,0.102967313,0.126167764,0.139616686,0.140251302,0.146643611,0.133191928,0.16105469,0.172072147,0.145989729,0.175930387,0.179591957,0.139184321
769,Cabildo de Tenerife,,,0.071175563,0.053819215,0.046363772,0.066473278,0.095474463,0.069944918,0.082275016,0.10966571,0.107281514,0.115184217,0.122276172,0.101568153,0.103091491,0.142641273,0.141448751,0.165722089,0.137939352,0.141052077,0.161554629,0.16560597,0.168697445,0.176621759,0.200081866,0.21634182
1047,Instituto de Monta√±a,,,0.061608716,0.048225604,0.056828109,0.06991983,0.109219075,0.065879781,0.077878484,0.111468287,0.106599804,0.110937372,0.139005513,0.126317699,0.091932803,0.134322249,0.14498231,0.154079201,0.134786096,0.141029535,0.150542785,0.154028916,0.180350333,0.195669909,0.200342375,0.196587319
168,"EG EnEspecie, S.C.",,,0.062866651,0.057191934,0.035567165,0.067837229,0.080137054,0.067519256,0.0735538,0.096821835,0.104659465,0.129724302,0.141626481,0.099922381,0.08729771,0.143604346,0.139688855,0.158193917,0.13540783,0.123087839,0.14457909,0.149001079,0.155472712,0.157697133,0.183552919,0.170168647
163,CETRA,,,0.067516723,0.04743088,0.051500422,0.061755509,0.089308413,0.064046771,0.075085817,0.084837363,0.124944495,0.129965398,0.119293839,0.101341817,0.092339891,0.132641539,0.145603529,0.123495582,0.119073365,0.145986961,0.151544214,0.155436838,0.15968298,0.176281881,0.190210345,0.184161936
771,City of Punta Gorda,,,0.072953229,0.046140074,0.047893654,0.069637349,0.076134915,0.070996485,0.074409874,0.117673139,0.1112592,0.131643882,0.116557137,0.111302757,0.093880751,0.139088188,0.139245843,0.12550968,0.118593684,0.134262595,0.169423236,0.153562793,0.15719982,0.168869522,0.165447897,0.176016496
222,ASSOCIATION OF PEOPLE FOR PRACTICAL LIFE EDUCATION (APPLE),,,0.063436782,0.051841283,0.052140039,0.060821539,0.074533183,0.06489999,0.096861871,0.102973719,0.109413632,0.113097824,0.101405276,0.086041507,0.093451787,0.131906205,0.130742045,0.132900447,0.127500425,0.130105361,0.153589767,0.188732369,0.157238714,0.179753324,0.167470876,0.158060536
220,Fine Foods Ltd,,,0.0660788,0.075365274,0.04835831,0.077326348,0.081952312,0.066681914,0.090277987,0.109916606,0.111733977,0.114857259,0.108112003,0.11035474,0.104458711,0.132019119,0.134687912,0.134663256,0.114685059,0.13176982,0.178746502,0.210709965,0.179616495,0.16067978,0.190348415,0.175771518
531,National Disaster Risk Reduction Center Nepal (NDRC Nepal),,,0.057669305,0.08812172,0.053310619,0.063844167,0.089395207,0.101639709,0.103410471,0.12258652,0.137587781,0.112935441,0.105666281,0.08679028,0.123640184,0.142370882,0.151083134,0.140195045,0.103053365,0.110943562,0.182025481,0.151131347,0.136326235,0.164616078,0.149838239,0.208761229
811,Endangered Wildlife Trust's Drylands Conservation Programme,,,0.080048509,0.067941909,0.058689654,0.07225558,0.087321855,0.11332114,0.0928237,0.134544841,0.131274158,0.125808475,0.115919437,0.114852678,0.1161448,0.174683874,0.151096185,0.137416912,0.105199406,0.132869823,0.16747176,0.159247664,0.160202502,0.160051413,0.166789644,0.204414016
778,Fondo de Conservacin El Triunfo A. C. (FONCET),,,0.070478047,0.075670333,0.057390798,0.069778628,0.078947036,0.106315236,0.084953033,0.12398249,0.123826605,0.132734106,0.117437967,0.1174321,0.112181144,0.149170871,0.141188018,0.140787821,0.112579609,0.127117141,0.166637234,0.160187133,0.163417756,0.191936348,0.182882284,0.167116522
816,Bundibugyo District Local Government,,,0.074545568,0.068144248,0.062461494,0.065406765,0.080041546,0.106568403,0.082316393,0.152027952,0.155999715,0.124903591,0.126753981,0.107977733,0.114400353,0.139455987,0.138804242,0.152244043,0.121106208,0.17566214,0.16546784,0.171735163,0.182749498,0.189221807,0.174181185,0.175865292
772,Kijabe Environment Volunteers,,,0.059133905,0.058998193,0.068497438,0.059933026,0.091056754,0.112124068,0.086206525,0.1238339,0.145053407,0.101296846,0.102099821,0.102031729,0.098174023,0.131248519,0.137878522,0.152113445,0.125886796,0.120202932,0.146774831,0.166997447,0.183717386,0.177414099,0.182051924,0.223156162
705,"Wine, Climate Change and Biodiversity Program ‚Äì Chile, Institute of Ecology and Biodiversity",,,0.070269774,0.051058334,0.047640971,0.062614289,0.080122817,0.100740517,0.080275238,0.10995567,0.136867821,0.094309086,0.099690828,0.091737489,0.097271511,0.138535347,0.142491022,0.142477044,0.124593137,0.12480514,0.152085762,0.160812966,0.158950399,0.160943512,0.178924024,0.224690581
175,Grupo Ecol√≥gico Sierra Gorda IAP,,,0.065434723,0.057947813,0.046514503,0.058924541,0.090781821,0.098174761,0.084683104,0.10885985,0.109269609,0.098972491,0.112514101,0.089820973,0.100036099,0.114219186,0.13787905,0.170991177,0.120854022,0.119748288,0.146376137,0.151185315,0.137853595,0.162656922,0.169062226,0.184214592
315,Habitat Farm,,,0.062724288,0.061474893,0.055402061,0.057383816,0.089261739,0.084107384,0.070613361,0.101979875,0.125137666,0.098220127,0.111244299,0.102187759,0.10128047,0.110870078,0.130912135,0.132418807,0.10930713,0.137826468,0.162523583,0.161684924,0.1471139,0.162906791,0.151056585,0.197911634
1107,Amazon Scientific Innovation Center Association,,,0.082243985,0.068703036,0.059560486,0.062660593,0.074647883,0.073675985,0.088249875,0.101940613,0.136945986,0.113838341,0.110925455,0.097337586,0.104503463,0.12758779,0.126428079,0.156436075,0.133578419,0.138450088,0.165306953,0.16417332,0.147941572,0.162096364,0.166698563,0.233869224
190,GREENGLOBE GHANA,,,0.090977579,0.073193139,0.051469802,0.058543401,0.087932293,0.091820653,0.092299833,0.124349596,0.130918916,0.116842357,0.103992002,0.115570695,0.103467752,0.144960736,0.149832485,0.159149782,0.14219315,0.126204126,0.170624648,0.170746257,0.168669488,0.169654266,0.17372894,0.219371563
780,Fundecor,,,0.062825981,0.062104754,0.053627628,0.048509121,0.092948116,0.08288117,0.085347707,0.143643196,0.118832619,0.127290821,0.123529899,0.110771563,0.102372288,0.139671572,0.166183229,0.171923227,0.113567772,0.118782038,0.160088646,0.16113138,0.162137815,0.147293892,0.178000921,0.264983035
761,The Foundation of the People of the South Pacific International,,,0.070103437,0.047146112,0.078565378,0.044570005,0.083477461,0.082566397,0.096003997,0.128774741,0.135309653,0.106831005,0.116790562,0.102109003,0.101208975,0.11824149,0.110931771,0.137082035,0.110886363,0.155658128,0.148387248,0.16092586,0.177730694,0.171481772,0.155135847,0.168426664
633,City and County of San Francisco,,,0.06864351,0.05287629,0.064709676,0.05579017,0.085630553,0.072797996,0.082459347,0.129629553,0.101110181,0.110747727,0.107852828,0.097635649,0.084628153,0.113198029,0.119046602,0.12942486,0.124861011,0.15043711,0.167584796,0.159790772,0.181383276,0.167246241,0.162867064,0.152920412
815,SEPAKAT Community Forest Group from Tanjung Putri Village,,,0.078040089,0.049664887,0.065886074,0.075570591,0.073278846,0.071100113,0.100178599,0.122919496,0.121335016,0.109235741,0.104660725,0.124509888,0.099579975,0.125994685,0.158214912,0.134803351,0.118685075,0.127457433,0.139746565,0.160703598,0.180202854,0.165375469,0.154171444,0.208642855
162,Imaflora - Institute for Forest and Agricultural Management and Certification,,,0.103458522,0.049988081,0.069300536,0.056761355,0.060854102,0.070959923,0.070529929,0.107766068,0.136487518,0.125862497,0.129718025,0.09601189,0.099247586,0.122019015,0.159631807,0.142980624,0.128730381,0.148334134,0.155327283,0.161135463,0.160909626,0.17842054,0.169154575,0.191438205
78,Me & My Veg Mouth,,,0.057024861,0.06704924,0.08686206,0.06828044,0.086138213,0.105577295,0.085864043,0.093134444,0.144521405,0.099638063,0.124597651,0.086828179,0.099776541,0.119777465,0.119218315,0.134854576,0.159298363,0.161466288,0.164051966,0.165430207,0.179350393,0.183899095,0.161714262,0.155674835
208,Kids in Nutrition,,,0.06110848,0.072079605,0.057404419,0.072313064,0.082280791,0.084309743,0.084869402,0.105939743,0.12023869,0.106203472,0.13199764,0.103683604,0.101655546,0.110114925,0.128753888,0.135780364,0.165220902,0.174419077,0.159402946,0.148543335,0.157152867,0.166571057,0.176002485,0.16200804
213,P√© de Feij√£o,,,0.056065889,0.057181954,0.056542429,0.071001859,0.104754917,0.102830848,0.084425349,0.102737578,0.124564925,0.100724054,0.118020692,0.079790665,0.096964799,0.108957102,0.124615732,0.149823665,0.168880118,0.134609071,0.148397108,0.156066119,0.165502336,0.145019291,0.184969047,0.1713314
1078,EcoPeace Middle East,,,0.071863159,0.047697393,0.071296232,0.077580885,0.0970591,0.089510303,0.103713388,0.129892676,0.127345187,0.103598131,0.126537012,0.093437116,0.12028608,0.106003145,0.120726628,0.173221062,0.142480816,0.127607934,0.171328183,0.186338635,0.168351894,0.185399449,0.186570647,0.179074943
102,WeSpire,,,0.06124981,0.076378031,0.07093237,0.095819862,0.104974885,0.087408778,0.098220908,0.112735409,0.120162726,0.109823006,0.1493924,0.113782119,0.104397226,0.112820603,0.145843596,0.172057324,0.182197409,0.123047866,0.169801932,0.17513603,0.175388344,0.172743075,0.18943642,0.159151514
790,iDE,,,0.054536764,0.072951181,0.065077541,0.078808884,0.087854552,0.093415628,0.094295846,0.136215084,0.136842565,0.123323677,0.121546067,0.137372287,0.115495976,0.159518546,0.140138082,0.151868329,0.132736661,0.137873271,0.209344723,0.158281467,0.160804983,0.161587416,0.173553972,0.260249229
807,Toco Foundation,,,0.073385692,0.057136853,0.064088591,0.086720067,0.116098827,0.094047179,0.09216118,0.109601026,0.173299747,0.120312606,0.128592976,0.146469405,0.122392736,0.124006871,0.147645902,0.150658692,0.127332036,0.155682569,0.173686343,0.17694122,0.173398267,0.187936187,0.179739686,0.179411494
793,Meteorological Centre of Villa Clara,,,0.067474611,0.078896124,0.040865895,0.070557119,0.087506883,0.119052021,0.070374291,0.123789398,0.125349689,0.133321815,0.138094284,0.119628244,0.08201067,0.157907672,0.155034561,0.159920428,0.139382216,0.134725676,0.163971388,0.171604728,0.175244297,0.167255988,0.212887703,0.204458805
759,ENDEV-Society for Environment & Development,,,0.065582868,0.103667712,0.053306493,0.073131992,0.056553723,0.133832634,0.069254611,0.133877111,0.121850339,0.121350352,0.127384887,0.087403676,0.0745042,0.173018232,0.136872928,0.138629196,0.112822961,0.119010867,0.133760534,0.171977798,0.152675836,0.145646479,0.183157426,0.168466748
506,Sustainability & Resilience Co,,,0.051759158,0.092281294,0.038718495,0.089155833,0.086129531,0.08929547,0.095724378,0.091944612,0.103860009,0.097528238,0.115611893,0.118139443,0.088125182,0.148208324,0.106232239,0.109523259,0.102389462,0.107085069,0.136853057,0.127815961,0.124419543,0.157372098,0.143579236,0.187676929
219,Paramo Farms SAS,,,0.065825873,0.082183672,0.043241968,0.082256069,0.076802981,0.124699162,0.082086419,0.103149166,0.098284489,0.11304179,0.103477582,0.107456531,0.094362162,0.142658034,0.125131311,0.13350271,0.120292941,0.11567047,0.154033809,0.146869803,0.149487313,0.167542044,0.180711942,0.172562376
693,Inter Aide and RCBDIA,,,0.057369179,0.074043557,0.052633494,0.046180491,0.067454319,0.097793249,0.065359039,0.098881414,0.139194955,0.116069927,0.132908789,0.118993379,0.076963384,0.12196754,0.1276137,0.128797236,0.114031132,0.121648739,0.134665562,0.147881869,0.137016329,0.15940891,0.181478483,0.164454053
273,Familia de la Tierra,,,0.066619976,0.065452532,0.050549145,0.053267512,0.060272088,0.088762643,0.058068735,0.087225143,0.137032588,0.106090264,0.120102567,0.0953215,0.089758434,0.154289349,0.129280386,0.138856677,0.116639291,0.126197465,0.133324192,0.157826316,0.145311012,0.154814846,0.203020406,0.18625172
297,TERRE DES JEUNES,,,0.058585914,0.067078656,0.050838004,0.051380062,0.070928843,0.08448542,0.069139992,0.087220679,0.120265642,0.119895219,0.107863703,0.110365367,0.095733679,0.16005476,0.135367569,0.159785386,0.102895759,0.117159207,0.13331354,0.143338488,0.139636957,0.154887686,0.190840458,0.216345103
268,Foundation Ressources Et Nature (FORENA),,,0.055745748,0.079568457,0.052996123,0.062000891,0.067174019,0.105916211,0.071050121,0.093067359,0.112730121,0.102571463,0.103925186,0.084061958,0.098995245,0.144923369,0.112999308,0.1417872,0.08832763,0.107235078,0.133168441,0.141356636,0.128950281,0.138488179,0.145939353,0.205800779
828,Grand-Sable Women Planters Farmers Entrepreneurs Association,,,0.056865777,0.067354882,0.039214226,0.056599144,0.047954579,0.084789446,0.065047836,0.101834336,0.136720349,0.095864513,0.083450129,0.069143743,0.09632975,0.165455051,0.114816779,0.138537643,0.109708416,0.106543858,0.128305542,0.14940547,0.151352077,0.157042089,0.164520028,0.156005259
333,Naturefund e. V.,,,0.053616091,0.061267712,0.047769704,0.05662442,0.060694135,0.098861484,0.059767899,0.083061416,0.132222108,0.105455258,0.09366915,0.101523701,0.074780903,0.189162532,0.121166631,0.115504057,0.098842124,0.135190615,0.12336878,0.11061224,0.123905077,0.160359679,0.149171888,0.148378295
